Node,Degree
sea,20
state_signal,20
fixed_location,20
restriction_level,20
virtual_object,20
optic,20
insurance_policy,20
artificial_satellite,20
main_rotor,20
intensity_value,20
example_system,20
automation_application,20
tail_section,20
more,20
base_abstraction,20
multiple_field_coil,20
UAv,20
control_interface,20
proliferation,20
gallium,20
first_guide,20
grid,20
front_arm,20
electric_power,20
second_time,20
conductive_member,20
flight_system,20
outside,20
tether_line,20
skin,20
medical_situation,20
service_order,20
country,20
duty_cycle,20
real_object,20
bird,20
supplement,20
RGB_image_data,20
diode,20
manipulate,20
spectral_characteristic,20
operating_system,20
bridge,20
movie,20
vehicle_system,20
more_arm,20
density,20
artificial_magnetic_conductor,20
success,20
more_component,20
pesticide,20
Processing_Facility,20
chip,20
respective_position,20
air_space,20
solar-powered_aircraft,20
sensor_module,20
cool,20
cartridge,20
particular_air_space,20
processing_system,20
dollar,20
GPS_parameter,20
electrical_grid,20
thermal_image,20
arrow,20
plug,20
no-fly_zone,20
Global_Positioning_System,20
RPS,20
data_signature,20
avoidance,20
programinstructions,20
Drones,20
weapon_unit,20
write,20
pivotal_frame,20
unmanned_aerial_device,20
additional_information,20
flight_altitude,20
biometric_data,20
journey,20
cloud_server,20
first_transmission_synchronization_signal,20
first_rotary_wing_module,20
equation,20
creation,20
cone,20
predetermined_threshold,20
criterion,20
baseline,20
roadway,20
more_task,20
real_world,20
rocket,20
future,20
delivery_drone,20
energy_efficiency,20
wave,20
something,20
GPS_denier,20
shipping_container,20
enforce,20
second_entity,20
confirm,20
state_information,19
organization,19
virtual_environment,19
fromthe,19
situate,19
half,19
predetermined_position,19
target_image,19
departure_point,19
bottom_portion,19
docking_platform,19
FAA,19
package_enclosure,19
real-time_information,19
GNSS_receiver,19
feedback_signal,19
other_UAVs,19
battery_pack,19
moisture,19
movable_apparatus,19
composite_image,19
score,19
LADAR_signal,19
rotary_wing_drone,19
energy_storage_device,19
video_capture,19
supply_voltage,19
representative,19
sensitive_information,19
smoke,19
projection_system,19
cryptographic_configuration_device,19
inform,19
sensing_orifice,19
climb,19
airborne_radio_station,19
farm,19
entry,19
branch_portion,19
navigation_path,19
second_assembly,19
geographic_information,19
variable,19
casing,19
inlet_guide_vane,19
image_processing_system,19
more_access_parameter,19
traveler,19
indicia,19
malfunction,19
compartment,19
friendly_force,19
compromise,19
electric_energy,19
new_point,19
anyone,19
prediction,19
geometry,19
service_platform,19
retail_product,19
student,19
other_advantage,19
contour,19
actuate,19
rooftop,19
Method,19
usability,19
title,19
particle,19
side_wall,19
first_path,19
motor_shaft,19
watch,19
cellular_tower,19
more_propulsion_unit,19
network_interface,19
encourage,19
open_position,19
gimbal_processor,19
vegetation,19
windshield,19
global_coordinate,19
aerodynamics,19
what,19
assailant,19
computer_network,19
various_method,19
surveillance_data,19
landing_zone,19
unmanned_flight,19
wireless_controller_pad,19
registration,19
appear,19
importance,19
method_embodiment,19
gas_generator,19
magnet,19
available,19
energy_consumption,19
interconnect,19
depth_value,19
ascent,19
other_unmanned_vehicle,19
insurance,19
precise_location,19
latitude,19
non-lethal_weapon,19
stabilize,19
landing_platform,19
antenna_system,19
retractable_delivery_system,19
RC_vehicle,19
acoustic_data,19
electrical_connection,19
more_air_propulsion_device,19
infrared_light,19
sunlight,19
allocation,19
contrast,19
methodology,19
second_type,19
like,19
recess,19
teach,19
contract,19
tablet,19
money,19
UAV_system,19
suggest,19
other_application,19
end_device,18
more_light_generator,18
horizon,18
cloud_network,18
processing_module,18
elevator,18
non-aerial_vehicle,18
capacitor,18
three-dimensional_image,18
rotor_disk,18
groove,18
guidance_module,18
flotation_chamber,18
drone-based_system,18
liquid_andor_gas_COsub2,18
focal_length,18
kinetic_energy,18
non-transitory_memory,18
while,18
disturbance,18
ground_surface,18
second_drone,18
remote_sensor,18
provider,18
virtual_image,18
compressor,18
portable_electronic_device,18
microphone_device,18
pivot,18
circle,18
street_address,18
vertical_plane,18
million,18
d,18
GSt,18
trust,18
intent,18
telecommunication,18
electrical_connector,18
second_transmission_synchronization_signal,18
discharge_platform,18
second_antenna,18
cell_site_equipment,18
hover_mode,18
yield,18
network_coverage,18
thepayload,18
jamming,18
GNSS_signal,18
timestamp,18
mobile_body,18
coordinate_system,18
deficiency,18
desired_location,18
more_frequency,18
dry_material,18
environment_information,18
approach_path,18
fencing_agent,18
countermeasure,18
opposite_direction,18
receive_resonator,18
remote_controller,18
additional_element,18
constrain,18
intend,18
first_corner,18
floatation_device,18
first_information,18
landmark,18
first_target,18
tolerance,18
absorb,18
absolute_reference_point_position,18
landing_control_device,18
processor-executable_instruction,18
video_wall,18
optical_axis,18
lifebuoy,18
try,18
beneficial_insect,18
measurement_result,18
optical_marking,18
depict,18
cease,18
military_operation,18
more_ground_propulsion_device,18
second_battery,18
soil_property,18
more_computer,18
arise,18
confirmation,18
optical_waveguide,18
circuit_chip,18
dose,18
membrane,18
MOB,18
short_range,18
reflective_surface,18
determines,18
count,18
initial_location,18
flight_instruction,18
protrusion,18
steer,18
gyroscope,18
contemplate,18
composition,18
advancement,18
Earth,18
advertisement,18
first_module_housing,18
spatial_data,18
data_processing_hardware,18
towards,18
digital_aerial_image,18
battery_assembly,18
geographic_zone,18
lighting,18
prognostic,18
figure,18
automate,18
affix,18
computation,18
CUI,18
requested_transportation_apparatus,18
chute,18
disperse,18
entirety,18
administrator,18
flight_computer,18
Property,18
digital_device,18
locked_loop,18
winch_system,18
street,18
pressure_line,18
optimal_position,18
overlay,18
border,18
fiber,18
stabilizer,18
counteract,18
audio_system,18
sufficient_power,17
other_end,17
unlock,17
second_mode,17
waypoint,17
clamp,17
receptacle,17
threshold_radial_distance,17
automated_agricultural_data_collection_vehicle,17
predetermined_event,17
deployment_mechanism,17
maximum_number,17
metal,17
search_maneuver,17
second_sequence,17
modular,17
aviation,17
disrupt,17
Unmanned_aerial_Vehicle,17
great_number,17
distinguish,17
progress,17
light_fence,17
embodiments,17
display_unit,17
reposition,17
target_site,17
insurance_claim,17
base_section,17
gear,17
recording,17
marking,17
serial_number,17
engagement_housing,17
LOS,17
target_marker,17
auger,17
display_window,17
stress,17
relief,17
mechanical_element,17
license,17
recording_device,17
body_portion,17
first_sequence,17
velocity_profile,17
wireless_access,17
assume,17
ducted_propeller,17
end_user,17
displacement,17
industrial_machine,17
theprocessor,17
inflatable_cage,17
secure_communication,17
first_mode,17
tag_device,17
data_set,17
certain_level,17
cell_site_audit,17
more_electronic_device,17
NCD,17
the,17
voltage_level,17
hence,17
computer-readable_memory,17
power_channel,17
program_code,17
same_frequency,17
whitelist,17
top_portion,17
intersect,17
vehicle_controller,17
floor,17
retention_signal,17
first_base_station,17
flight_plan_information,17
drone_ID,17
transmitting,17
intercept,17
location_center,17
collapsible_power_rail,17
service_requirement,17
cryptographic_module,17
first_input,17
first_command,17
image_capturing_device,17
various_function,17
first_antenna,17
free_end,17
sleeve,17
relative_reference_information,17
bin,17
projection_cone,17
data_acquisition,17
guide_signal,17
insurance_company,17
degradation,17
reverse,17
example_apparatus,17
Residential_Property,17
control_element,17
more_manipulable_arm,17
sidewall,17
predetermined_range,17
friend,17
liquid_medium,17
position_coordinate,17
real_estate,17
boat,17
first_housing,17
install,17
examine,17
incoming_call,17
optical_communication,17
network_connection,17
ball,17
definition,17
authenticity,17
transaction,17
cutout,17
target_position,17
wedge,17
other_method,17
tower_climb,17
ambient_temperature,17
drone-sensor_system,17
actual_position,17
inclusion,17
self-driving_vehicle,17
vertical_flight,17
door_line_candidate,17
vestibular_feedback,17
received_signal,17
unmanned_device,17
fail,17
second_member,17
output_latch,17
circuit_load,17
first_resonator,17
IP_address,17
positioning_module,17
laser_emitter,17
drink,17
video_conference,17
expensive,17
protocol,17
homework,17
learn,17
other_function,17
wireless_communication_link,17
pickup,17
external_data,17
first_item,17
unmannedvehicle,17
life_preserver,17
hybrid_aircraft,17
idea,17
loudspeaker,17
geographical_location,17
those,17
visual_image,17
ROV,17
MWPD,17
electrical_communication,17
retention_flip-flop,17
GPS_satellite,17
central_processing_database,17
second_audio_signal,17
airbag,17
technical_advantage,17
route_planning,17
join,17
fixed_wing,17
top_side,17
vision,17
stabilization,16
discover,16
Detailed_Description,16
companion,16
first_message,16
signal_line,16
received_conditional_access_information,16
more_vision_sensor,16
wide_area,16
firearm,16
earths_surface,16
drone_operator,16
orthomosaic_image,16
library,16
corrective_action,16
flight_time,16
first_mirror,16
more_feature,16
external_source,16
accelerate,16
data_network,16
various_component,16
burden,16
illustrate,16
gripper,16
theinformation,16
policy,16
modulator,16
upper_surface,16
GPS_data,16
propeller_blade,16
aggregate,16
system_controller,16
drive_system,16
explosive,16
enhancement,16
iron_bird,16
private_neighborhood_community,16
minimum,16
investigation,16
high_speed,16
known_system,16
congestion,16
transmits,16
inflate,16
switchable_Halbach_array,16
rotor_motor,16
solar_energy,16
zoomed-in_region,16
visible_light,16
theground,16
small_UAVs,16
buoyancy,16
float,16
current_bin,16
centimeter,16
distributor,16
dispersion,16
price,16
monocoque_shell,16
c,16
identification_information,16
service_point,16
sensitivity,16
road_vehicle,16
majority,16
local_wind_field,16
corrosion,16
consumption,16
autonomous_mobile_robot,16
signal_transmission,16
impede,16
maximum_velocity,16
altitude_value,16
UE_device,16
first_motor,16
icon,16
inject,16
current_method,16
soil_data,16
direct_path,16
repeater,16
mixture,16
mobility,16
L-shaped_antenna_element,16
trajectory_planner,16
appended_claim,16
motion_vector,16
inhibit,16
porous_surface,16
local_advertisement,16
looked-for_landing_area,16
reflective_display,16
angular_position,16
large_vehicle,16
great_deal,16
electromagnetic_radiation,16
first_photodetector,16
smartphones,16
encoder,16
position_sensor,16
low_altitude,16
participant,16
encrypt,16
human_pilot,16
other_mean,16
haptic_sensory_cue,16
winch,16
planar_illumination_facility,16
azimuth,16
kW,16
powersource,16
interrupt,16
farming,16
first_optical_marker,16
LED,16
trigger_condition,16
battery_power,16
boiler,16
absolute_coordinate_system,16
hand_gesture,16
right_arrow,16
vehicle_crash,16
many_type,16
interval,16
loss_suppression_unit,16
more_mission_objective,16
first_region,16
payload_data,16
